"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"06:41:54:470","65314873170804","  70.953","   1.984"," 1316"," 1100"," 1700"," 1302","   0.348"," 161.796","  44.943","   0.229","  97.498","  27.083"," 42","0"," 39"," 40","   0.303","  49.796","  13.832","  15.000","    0","    0"
"06:41:54:576","65315019895688","  71.059","   2.495"," 1299"," 1100"," 1700"," 1295","   0.556"," 161.855","  44.960","   0.276","  97.527","  27.091"," 41","0"," 38"," 40","   0.403","  49.838","  13.844","  15.000","    0","    0"
"06:41:54:678","65315163194578","  71.162","  13.179"," 1434"," 1100"," 2000"," 1445","   1.860"," 162.046","  45.013","   1.223","  97.653","  27.126"," 42","0"," 38"," 40","   0.672","  49.908","  13.863","  15.000","    0","    0"
"06:41:54:781","65315305843868","  71.264","  12.002"," 1640"," 1100"," 2600"," 1654","   2.387"," 162.291","  45.081","   1.510","  97.808","  27.169"," 42","0"," 38"," 41","   0.787","  49.988","  13.886","  15.000","    0","    0"
"06:41:54:886","65315452617370","  71.370","   2.021"," 1308"," 1100"," 1700"," 1306","   0.377"," 162.330","  45.092","   0.215","  97.831","  27.175"," 42","0"," 38"," 40","   0.267","  50.016","  13.893","  15.000","    0","    0"
"06:41:54:987","65315592449082","  71.470","   1.984"," 1296"," 1100"," 1700"," 1291","   0.397"," 162.370","  45.103","   0.224","  97.853","  27.181"," 41","0"," 38"," 40","   0.347","  50.051","  13.903","  15.000","    0","    0"
"06:41:55:088","65315732554142","  71.571","   2.248"," 1284"," 1100"," 1700"," 1290","   0.401"," 162.411","  45.114","   0.226","  97.876","  27.188"," 41","0"," 38"," 40","   0.311","  50.083","  13.912","  15.000","    0","    0"
"06:41:55:189","65315873536984","  71.672","   5.584"," 1427"," 1100"," 1700"," 1440","   0.800"," 162.492","  45.137","   0.577","  97.934","  27.204"," 41","0"," 38"," 41","   0.334","  50.116","  13.921","  15.000","    0","    0"
"06:41:55:292","65316017666730","  71.775","  12.158"," 2156"," 1400"," 3700"," 2042","   4.014"," 162.907","  45.252","   3.511","  98.298","  27.305"," 41","0"," 39"," 44","   0.509","  50.169","  13.936","  15.000","    0","    0"
"06:41:55:398","65316164310288","  71.881","   2.149"," 1434"," 1200"," 1700"," 1270","   0.514"," 162.961","  45.267","   0.249","  98.324","  27.312"," 41","0"," 38"," 40","   0.500","  50.222","  13.950","  15.000","    0","    0"
"06:41:55:503","65316310872942","  71.986","   3.917"," 1288"," 1100"," 1700"," 1249","   0.671"," 163.032","  45.287","   0.392","  98.366","  27.324"," 41","0"," 38"," 40","   0.339","  50.257","  13.960","  15.000","    0","    0"
