"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"06:41:11:247","65254706882426","  27.730","   7.250"," 1258"," 1100"," 1700"," 1259","   1.375","  58.252","  16.181","   0.698","  35.154","   9.765"," 42","0"," 39"," 40","   0.505","  18.324","   5.090","  15.000","  500","  500"
"06:41:11:353","65254853692122","  27.836","   6.867"," 1268"," 1100"," 1700"," 1281","   1.397","  58.399","  16.222","   0.664","  35.224","   9.785"," 42","0"," 39"," 40","   0.510","  18.378","   5.105","  15.000","    0","    0"
"06:41:11:454","65254994935738","  27.937","   6.382"," 1251"," 1100"," 1700"," 1252","   1.287","  58.530","  16.258","   0.589","  35.284","   9.801"," 42","0"," 39"," 40","   0.523","  18.431","   5.120","  15.000","    0","    0"
"06:41:11:555","65255135642944","  28.038","   7.258"," 1243"," 1100"," 1700"," 1246","   1.372","  58.668","  16.297","   0.669","  35.352","   9.820"," 42","0"," 39"," 40","   0.520","  18.484","   5.134","  15.000","    0","    0"
"06:41:11:657","65255276818990","  28.140","   9.651"," 1245"," 1100"," 1700"," 1246","   1.550","  58.826","  16.340","   0.831","  35.436","   9.843"," 42","0"," 39"," 40","   0.553","  18.540","   5.150","  15.000","  500","  500"
"06:41:11:758","65255417526874","  28.241","   6.495"," 1252"," 1100"," 1700"," 1259","   1.269","  58.954","  16.376","   0.590","  35.496","   9.860"," 41","0"," 39"," 40","   0.509","  18.591","   5.164","  15.000","    0","    0"
"06:41:11:858","65255557651248","  28.341","   7.417"," 1244"," 1100"," 1700"," 1242","   1.371","  59.092","  16.414","   0.672","  35.563","   9.879"," 42","0"," 39"," 40","   0.531","  18.645","   5.179","  15.000","    0","    0"
"06:41:11:959","65255697954582","  28.442","   6.962"," 1245"," 1100"," 1700"," 1248","   1.308","  59.224","  16.451","   0.634","  35.627","   9.896"," 42","0"," 39"," 41","   0.516","  18.697","   5.194","  15.000","  500","  500"
"06:41:12:060","65255837975270","  28.543","  10.845"," 1354"," 1100"," 2000"," 1360","   1.832","  59.408","  16.502","   1.022","  35.730","   9.925"," 42","0"," 39"," 40","   0.569","  18.754","   5.209","  15.000","  500","  500"
"06:41:12:165","65255984645964","  28.648","   6.059"," 1258"," 1100"," 1700"," 1257","   1.201","  59.534","  16.537","   0.572","  35.790","   9.942"," 41","0"," 39"," 41","   0.499","  18.807","   5.224","  15.000","    0","    0"
"06:41:12:271","65256131457678","  28.754","   6.529"," 1280"," 1100"," 1700"," 1292","   1.296","  59.671","  16.575","   0.638","  35.858","   9.960"," 42","0"," 39"," 40","   0.505","  18.860","   5.239","  15.000","    0","    0"
"06:41:12:371","65256271356198","  28.854","   6.624"," 1253"," 1100"," 1700"," 1254","   1.283","  59.800","  16.611","   0.602","  35.918","   9.977"," 42","0"," 38"," 40","   0.502","  18.910","   5.253","  15.000","    0","    0"
"06:41:12:472","65256412530976","  28.956","   6.522"," 1247"," 1100"," 1700"," 1251","   1.274","  59.929","  16.647","   0.640","  35.983","   9.995"," 42","0"," 39"," 40","   0.503","  18.961","   5.267","  15.000","    0","    0"
"06:41:12:574","65256553605194","  29.057","  10.553"," 1996"," 1100"," 3500"," 2032","   3.075","  60.241","  16.734","   2.302","  36.216","  10.060"," 42","0"," 39"," 45","   0.593","  19.022","   5.284","  15.000","    0","    0"
"06:41:12:674","65256693778790","  29.158","   6.928"," 1269"," 1100"," 2800"," 1249","   1.347","  60.377","  16.771","   0.655","  36.282","  10.078"," 42","0"," 39"," 40","   0.545","  19.076","   5.299","  15.000","    0","    0"
"06:41:12:775","65256833559858","  29.258","   6.448"," 1253"," 1100"," 1700"," 1259","   1.309","  60.508","  16.808","   0.628","  36.346","  10.096"," 42","0"," 39"," 40","   0.507","  19.127","   5.313","  15.000","    0","    0"
"06:41:12:875","65256973309004","  29.358","  12.645"," 1601"," 1100"," 2600"," 1622","   2.234","  60.732","  16.870","   1.478","  36.494","  10.137"," 41","0"," 39"," 41","   0.582","  19.186","   5.329","  15.000","  500","  500"
"06:41:12:976","65257112953228","  29.459","  19.122"," 3259"," 1100"," 3700"," 3385","  11.342","  61.870","  17.186","  10.300","  37.527","  10.424"," 42","0"," 39"," 50","   0.761","  19.262","   5.351","  15.000","  500","  500"
"06:41:13:076","65257252719810","  29.559","   8.839"," 1261"," 1100"," 1700"," 1251","   1.559","  62.027","  17.230","   0.787","  37.606","  10.446"," 41","0"," 39"," 42","   0.545","  19.317","   5.366","  15.000","  500","  500"
"06:41:13:181","65257399187986","  29.664","   6.803"," 1248"," 1100"," 1700"," 1251","   1.252","  62.158","  17.266","   0.606","  37.670","  10.464"," 42","0"," 39"," 41","   0.509","  19.370","   5.381","  15.000","    0","    0"
"06:41:13:287","65257545972130","  29.770","   8.114"," 1237"," 1100"," 1700"," 1242","   1.385","  62.304","  17.307","   0.681","  37.742","  10.484"," 41","0"," 39"," 41","   0.686","  19.443","   5.401","  15.000","    0","    0"
"06:41:13:390","65257690325288","  29.874","   9.388"," 1349"," 1100"," 1700"," 1356","   1.656","  62.476","  17.354","   0.866","  37.832","  10.509"," 42","0"," 39"," 41","   0.775","  19.523","   5.423","  15.000","    0","    0"
"06:41:13:493","65257833127958","  29.976","   8.129"," 1275"," 1100"," 1700"," 1290","   1.493","  62.629","  17.397","   0.759","  37.909","  10.530"," 42","0"," 39"," 40","   0.538","  19.578","   5.438","  15.000","    0","    0"
"06:41:13:595","65257974829138","  30.078","   7.024"," 1268"," 1100"," 1700"," 1270","   1.305","  62.762","  17.434","   0.646","  37.975","  10.549"," 42","0"," 39"," 40","   0.508","  19.630","   5.453","  15.000","    0","    0"
"06:41:13:695","65258114892868","  30.179","   8.330"," 1277"," 1100"," 1700"," 1278","   1.461","  62.909","  17.475","   0.771","  38.053","  10.570"," 41","0"," 39"," 40","   0.539","  19.684","   5.468","  15.000","  500","  500"
"06:41:13:800","65258260927792","  30.283","   7.816"," 1242"," 1100"," 1700"," 1241","   1.481","  63.064","  17.518","   0.739","  38.130","  10.592"," 42","0"," 39"," 40","   0.529","  19.740","   5.483","  15.000","    0","    0"
"06:41:13:905","65258406179286","  30.388","   8.814"," 1256"," 1100"," 1700"," 1257","   1.534","  63.225","  17.562","   0.786","  38.212","  10.615"," 42","0"," 39"," 40","   0.594","  19.802","   5.500","  15.000","    0","    0"
"06:41:14:008","65258549532320","  30.491","   7.256"," 1246"," 1100"," 1700"," 1242","   1.376","  63.366","  17.602","   0.705","  38.285","  10.635"," 41","0"," 38"," 40","   0.551","  19.858","   5.516","  15.000","    0","    0"
"06:41:14:108","65258689558580","  30.591","   7.246"," 1243"," 1100"," 1700"," 1253","   1.340","  63.501","  17.639","   0.663","  38.352","  10.653"," 41","0"," 39"," 40","   0.520","  19.911","   5.531","  15.000","    0","    0"
"06:41:14:209","65258829772450","  30.692","   7.064"," 1271"," 1100"," 1700"," 1276","   1.375","  63.640","  17.678","   0.696","  38.422","  10.673"," 41","0"," 39"," 40","   0.515","  19.962","   5.545","  15.000","    0","    0"
"06:41:14:310","65258969758546","  30.793","   8.752"," 1239"," 1100"," 1700"," 1241","   1.581","  63.799","  17.722","   0.770","  38.499","  10.694"," 41","0"," 39"," 40","   0.753","  20.038","   5.566","  15.000","  500","  500"
"06:41:14:411","65259111046036","  30.894","   9.194"," 1258"," 1100"," 1700"," 1256","   1.606","  63.962","  17.767","   0.853","  38.586","  10.718"," 42","0"," 39"," 41","   0.554","  20.094","   5.582","  15.000","    0","    0"
"06:41:14:512","65259251937106","  30.995","   7.339"," 1243"," 1100"," 1700"," 1249","   1.306","  64.094","  17.804","   0.654","  38.652","  10.737"," 42","0"," 39"," 40","   0.516","  20.147","   5.596","  15.000","    0","    0"
"06:41:14:615","65259394664220","  31.098","   9.494"," 1232"," 1100"," 1700"," 1244","   1.572","  64.255","  17.849","   0.826","  38.737","  10.760"," 42","0"," 39"," 40","   0.549","  20.203","   5.612","  15.000","    0","    0"
"06:41:14:720","65259540538290","  31.203","   9.892"," 1280"," 1100"," 1700"," 1292","   1.733","  64.436","  17.899","   0.870","  38.828","  10.785"," 41","0"," 39"," 40","   0.575","  20.263","   5.629","  15.000","    0","    0"
"06:41:14:824","65259686320176","  31.307","   8.342"," 1301"," 1100"," 1700"," 1298","   1.546","  64.598","  17.944","   0.790","  38.911","  10.808"," 42","0"," 39"," 40","   0.547","  20.320","   5.645","  15.000","    0","    0"
"06:41:14:925","65259826383230","  31.408","   8.473"," 1275"," 1100"," 1700"," 1282","   1.534","  64.753","  17.987","   0.785","  38.990","  10.830"," 41","0"," 39"," 40","   0.550","  20.376","   5.660","  15.000","    0","    0"
"06:41:15:026","65259966483848","  31.509","  11.685"," 1367"," 1100"," 1700"," 1365","   1.944","  64.948","  18.041","   1.122","  39.102","  10.862"," 41","0"," 39"," 41","   0.574","  20.433","   5.676","  15.000","  500","  500"
"06:41:15:126","65260106560428","  31.609","   7.111"," 1245"," 1100"," 1700"," 1244","   1.320","  65.081","  18.078","   0.624","  39.165","  10.879"," 42","0"," 39"," 40","   0.524","  20.486","   5.691","  15.000","  500","  500"
"06:41:15:227","65260246590560","  31.710","   8.289"," 1239"," 1100"," 1700"," 1241","   1.412","  65.223","  18.118","   0.737","  39.239","  10.900"," 41","0"," 39"," 40","   0.530","  20.540","   5.705","  15.000","    0","    0"
"06:41:15:331","65260391627078","  31.814","   7.603"," 1253"," 1100"," 1700"," 1257","   1.350","  65.364","  18.157","   0.701","  39.312","  10.920"," 42","0"," 39"," 40","   0.513","  20.593","   5.720","  15.000","    0","    0"
"06:41:15:435","65260536689770","  31.918","   8.952"," 1265"," 1100"," 1700"," 1270","   1.649","  65.536","  18.204","   0.833","  39.399","  10.944"," 41","0"," 39"," 40","   0.636","  20.659","   5.739","  15.000","    0","    0"
"06:41:15:538","65260679138132","  32.021","   7.221"," 1244"," 1100"," 1700"," 1246","   1.357","  65.674","  18.243","   0.666","  39.467","  10.963"," 42","0"," 38"," 41","   0.523","  20.713","   5.754","  15.000","    0","    0"
"06:41:15:638","65260819544948","  32.122","   7.274"," 1243"," 1100"," 1700"," 1243","   1.346","  65.810","  18.281","   0.658","  39.534","  10.982"," 42","0"," 39"," 40","   0.531","  20.766","   5.768","  15.000","    0","    0"
"06:41:15:739","65260959236532","  32.222","   7.126"," 1245"," 1100"," 1700"," 1251","   1.385","  65.949","  18.319","   0.705","  39.605","  11.001"," 42","0"," 39"," 40","   0.513","  20.818","   5.783","  15.000","    0","    0"
"06:41:15:843","65261104862196","  32.327","   7.617"," 1241"," 1100"," 1700"," 1243","   1.362","  66.092","  18.359","   0.688","  39.677","  11.021"," 42","0"," 39"," 40","   0.518","  20.872","   5.798","  15.000","    0","    0"
"06:41:15:944","65261244927436","  32.427","   8.016"," 1240"," 1100"," 1700"," 1251","   1.441","  66.237","  18.399","   0.716","  39.749","  11.041"," 42","0"," 38"," 40","   0.545","  20.927","   5.813","  15.000","    0","    0"
"06:41:16:045","65261385051988","  32.528","   9.133"," 1269"," 1100"," 2000"," 1274","   1.575","  66.395","  18.443","   0.809","  39.830","  11.064"," 41","0"," 39"," 40","   0.576","  20.985","   5.829","  15.000","    0","    0"
"06:41:16:149","65261530918372","  32.633","   7.908"," 1249"," 1100"," 1700"," 1255","   1.431","  66.545","  18.485","   0.667","  39.900","  11.083"," 42","0"," 39"," 40","   0.542","  21.042","   5.845","  15.000","  500","  500"
"06:41:16:253","65261674646326","  32.736","  16.439"," 1424"," 1100"," 2000"," 1427","   2.440","  66.797","  18.555","   1.470","  40.052","  11.126"," 42","0"," 39"," 41","   0.808","  21.125","   5.868","  15.000","    0","    0"
"06:41:16:358","65261820655780","  32.841","  17.150"," 1572"," 1100"," 2600"," 1571","   2.944","  67.106","  18.641","   1.827","  40.243","  11.179"," 41","0"," 39"," 42","   1.002","  21.230","   5.897","  15.000","    0","    0"
"06:41:16:460","65261962844132","  32.943","  15.978"," 1500"," 1100"," 2000"," 1505","   2.691","  67.381","  18.717","   1.625","  40.409","  11.225"," 41","0"," 39"," 41","   0.865","  21.319","   5.922","  15.000","    0","    0"
"06:41:16:562","65262105769798","  33.046","  17.269"," 1976"," 1100"," 3100"," 1997","   8.848","  68.289","  18.969","   3.578","  40.777","  11.327"," 42","0"," 39"," 42","   2.524","  21.578","   5.994","  15.000","  600","  600"
"06:41:16:667","65262250877160","  33.150","  15.129"," 1687"," 1100"," 3100"," 1688","   7.499","  69.071","  19.186","   2.560","  41.044","  11.401"," 43","0"," 39"," 42","   2.223","  21.810","   6.058","  15.000","    0","    0"
"06:41:16:771","65262395413908","  33.254","   6.680"," 1246"," 1100"," 1700"," 1242","   1.258","  69.202","  19.223","   0.617","  41.108","  11.419"," 42","0"," 39"," 41","   0.530","  21.865","   6.073","  15.000","    0","    0"
"06:41:16:871","65262535346840","  33.354","   8.691"," 1244"," 1100"," 1700"," 1249","   1.433","  69.346","  19.263","   0.708","  41.179","  11.439"," 41","0"," 39"," 40","   0.613","  21.926","   6.091","  15.000","    0","    0"
"06:41:16:975","65262679818436","  33.458","  11.172"," 1246"," 1100"," 1700"," 1245","   1.753","  69.528","  19.313","   0.949","  41.277","  11.466"," 41","0"," 39"," 40","   0.583","  21.987","   6.107","  15.000","    0","    0"
"06:41:17:080","65262825538808","  33.563","  18.134"," 1565"," 1100"," 2600"," 1575","   3.046","  69.846","  19.402","   2.016","  41.488","  11.525"," 41","0"," 39"," 42","   0.875","  22.078","   6.133","  15.000","    0","    0"
"06:41:17:184","65262971543396","  33.668","  15.908"," 1465"," 1100"," 2000"," 1470","   2.883","  70.149","  19.486","   1.602","  41.656","  11.571"," 43","0"," 39"," 41","   1.000","  22.183","   6.162","  15.000","  500","  500"
"06:41:17:288","65263115775908","  33.771","  15.746"," 1443"," 1100"," 2000"," 1446","   7.711","  70.948","  19.708","   2.063","  41.870","  11.631"," 43","0"," 39"," 41","   2.515","  22.444","   6.234","  15.000","    0","    0"
"06:41:17:393","65263261692896","  33.876","  17.974"," 1573"," 1100"," 2000"," 1576","   6.637","  71.644","  19.901","   2.440","  42.126","  11.702"," 42","0"," 39"," 41","   1.987","  22.652","   6.292","  15.000","    0","    0"
"06:41:17:494","65263403092894","  33.978","  13.227"," 1473"," 1100"," 2000"," 1476","   2.521","  71.900","  19.972","   1.414","  42.270","  11.742"," 42","0"," 39"," 41","   0.936","  22.747","   6.319","  15.000","    0","    0"
"06:41:17:595","65263542975476","  34.078","   7.435"," 1292"," 1100"," 1700"," 1294","   1.391","  72.039","  20.011","   0.717","  42.342","  11.762"," 42","0"," 39"," 41","   0.533","  22.801","   6.333","  15.000","    0","    0"
"06:41:17:696","65263683925140","  34.179","  11.640"," 1237"," 1100"," 1700"," 1240","   1.835","  72.225","  20.063","   1.022","  42.445","  11.790"," 42","0"," 39"," 41","   0.649","  22.866","   6.352","  15.000","    0","    0"
"06:41:17:801","65263829327440","  34.284","  20.609"," 1384"," 1100"," 2000"," 1385","   2.888","  72.527","  20.146","   1.820","  42.635","  11.843"," 42","0"," 39"," 41","   0.936","  22.964","   6.379","  15.000","    0","    0"
"06:41:17:904","65263973281106","  34.387","  20.432"," 1314"," 1100"," 1700"," 1319","   2.722","  72.808","  20.225","   1.683","  42.809","  11.891"," 41","0"," 39"," 41","   0.893","  23.056","   6.405","  15.000","    0","    0"
"06:41:18:008","65264117336384","  34.491","  25.928"," 1695"," 1100"," 2600"," 1698","   3.946","  73.217","  20.338","   2.721","  43.091","  11.970"," 42","0"," 39"," 42","   1.102","  23.171","   6.436","  15.000","  500","  500"
"06:41:18:108","65264257255622","  34.591","  21.354"," 1616"," 1100"," 2600"," 1625","   4.203","  73.639","  20.455","   2.436","  43.336","  12.038"," 42","0"," 39"," 41","   1.406","  23.312","   6.476","  15.000","    0","    0"
"06:41:18:211","65264400336164","  34.694","  12.364"," 1417"," 1100"," 2000"," 1422","   2.588","  73.905","  20.529","   1.241","  43.463","  12.073"," 42","0"," 39"," 41","   1.034","  23.418","   6.505","  15.000","    0","    0"
"06:41:18:311","65264540101264","  34.794","   9.874"," 1250"," 1100"," 1700"," 1262","   1.714","  74.077","  20.577","   0.893","  43.553","  12.098"," 42","0"," 39"," 40","   0.610","  23.479","   6.522","  15.000","    0","    0"
"06:41:18:414","65264683780052","  34.898","  19.104"," 1482"," 1100"," 2000"," 1482","   3.407","  74.429","  20.675","   1.870","  43.746","  12.152"," 42","0"," 39"," 41","   1.189","  23.602","   6.556","  15.000","    0","    0"
"06:41:18:516","65264825102862","  34.999","  17.817"," 1452"," 1100"," 2000"," 1465","   2.859","  74.719","  20.755","   1.712","  43.920","  12.200"," 42","0"," 39"," 41","   0.961","  23.700","   6.583","  15.000","  500","  500"
"06:41:18:621","65264970656268","  35.104","  21.608"," 2413"," 1100"," 3700"," 2464","   7.619","  75.516","  20.977","   6.409","  44.590","  12.386"," 43","0"," 39"," 47","   1.050","  23.809","   6.614","  15.000","    0","    0"
"06:41:18:724","65265115098700","  35.207","  14.741"," 1505"," 1100"," 3700"," 1488","   2.870","  75.814","  21.059","   1.632","  44.759","  12.433"," 42","0"," 40"," 45","   0.995","  23.913","   6.642","  15.000","    0","    0"
"06:41:18:826","65265256294828","  35.309","  16.370"," 2262"," 1100"," 3700"," 2286","   5.631","  76.385","  21.218","   4.340","  45.199","  12.555"," 42","0"," 40"," 46","   1.047","  24.019","   6.672","  15.000","  500","  500"
"06:41:18:929","65265399939444","  35.412","  15.096"," 1328"," 1100"," 1800"," 1332","   2.472","  76.640","  21.289","   1.323","  45.336","  12.593"," 42","0"," 39"," 41","   0.898","  24.112","   6.698","  15.000","    0","    0"
"06:41:19:029","65265539787028","  35.513","  12.757"," 1263"," 1100"," 1700"," 1265","   1.956","  76.836","  21.343","   1.078","  45.444","  12.623"," 42","0"," 39"," 41","   0.741","  24.186","   6.718","  15.000","    0","    0"
"06:41:19:131","65265681149954","  35.614","  15.343"," 1868"," 1100"," 3200"," 1889","   6.600","  77.507","  21.530","   4.525","  45.904","  12.751"," 42","0"," 40"," 43","   1.730","  24.362","   6.767","  15.000","  500","  500"
"06:41:19:235","65265825657804","  35.718","  11.185"," 1546"," 1100"," 3200"," 1558","   4.820","  78.007","  21.669","   2.236","  46.136","  12.816"," 42","0"," 40"," 41","   1.614","  24.529","   6.814","  15.000","    0","    0"
"06:41:19:337","65265968352414","  35.820","   8.215"," 1198"," 1100"," 1300"," 1200","   2.438","  78.257","  21.738","   1.218","  46.261","  12.850"," 42","0"," 40"," 41","   0.921","  24.624","   6.840","  15.000","    0","    0"
"06:41:19:441","65266113344632","  35.925","   6.914"," 1296"," 1100"," 2000"," 1292","   2.608","  78.529","  21.814","   1.353","  46.402","  12.889"," 42","0"," 39"," 42","   1.024","  24.730","   6.870","  15.000","    0","    0"
"06:41:19:545","65266257835416","  36.028","   6.759"," 1203"," 1100"," 1700"," 1206","   2.541","  78.792","  21.887","   1.289","  46.536","  12.927"," 42","0"," 39"," 41","   0.931","  24.827","   6.896","  15.000","    0","    0"
"06:41:19:646","65266398049912","  36.129","   8.300"," 1527"," 1100"," 2000"," 1551","   2.992","  79.094","  21.970","   1.656","  46.702","  12.973"," 42","0"," 39"," 41","   1.133","  24.941","   6.928","  15.000","  500","  500"
"06:41:19:748","65266539765968","  36.231","   6.500"," 1197"," 1100"," 1200"," 1200","   2.928","  79.392","  22.053","   1.339","  46.839","  13.011"," 42","0"," 39"," 41","   1.122","  25.055","   6.960","  15.000","    0","    0"
"06:41:19:852","65266684146630","  36.335","   3.186"," 1197"," 1100"," 1200"," 1200","   1.967","  79.596","  22.110","   0.924","  46.935","  13.037"," 42","0"," 39"," 41","   0.863","  25.145","   6.985","  15.000","    0","    0"
"06:41:19:952","65266824012658","  36.435","   4.598"," 1199"," 1100"," 1300"," 1200","   1.705","  79.767","  22.158","   0.953","  47.030","  13.064"," 42","0"," 39"," 41","   0.674","  25.213","   7.003","  15.000","    0","    0"
"06:41:20:054","65266965703116","  36.537","   7.813"," 1475"," 1100"," 2000"," 1478","   2.523","  80.024","  22.229","   1.563","  47.189","  13.108"," 42","0"," 39"," 41","   0.843","  25.298","   7.027","  15.000","    0","    0"
"06:41:20:158","65267110147110","  36.641","   8.156"," 1435"," 1100"," 2000"," 1428","   4.702","  80.512","  22.364","   3.044","  47.505","  13.196"," 42","0"," 40"," 41","   1.367","  25.440","   7.067","  15.000","    0","    0"
"06:41:20:262","65267256005582","  36.745","   4.240"," 1197"," 1100"," 1200"," 1200","   1.565","  80.676","  22.410","   0.765","  47.585","  13.218"," 42","0"," 39"," 41","   0.660","  25.509","   7.086","  15.000","    0","    0"
"06:41:20:363","65267395772546","  36.846","   6.593"," 1197"," 1100"," 1200"," 1200","   2.185","  80.895","  22.471","   1.156","  47.701","  13.250"," 42","0"," 39"," 41","   0.874","  25.597","   7.110","  15.000","    0","    0"
"06:41:20:464","65267536986824","  36.947","  10.823"," 1657"," 1100"," 2000"," 1665","   5.241","  81.427","  22.619","   2.828","  47.988","  13.330"," 42","0"," 40"," 41","   1.855","  25.785","   7.163","  15.000","  500","  500"
"06:41:20:567","65267680183094","  37.050","   9.227"," 1629"," 1100"," 2000"," 1639","   5.482","  81.991","  22.775","   2.536","  48.249","  13.403"," 43","0"," 40"," 42","   1.967","  25.988","   7.219","  15.000","  500","  500"
"06:41:20:671","65267825276136","  37.154","  15.265"," 2471"," 1100"," 3200"," 2603","   6.274","  82.645","  22.957","   4.340","  48.702","  13.528"," 43","0"," 39"," 47","   1.510","  26.145","   7.263","  15.000","    0","    0"
"06:41:20:774","65267967858384","  37.257","   4.687"," 1325"," 1100"," 1700"," 1351","   1.987","  82.848","  23.013","   1.014","  48.805","  13.557"," 42","0"," 40"," 41","   0.849","  26.232","   7.287","  15.000","    0","    0"
"06:41:20:875","65268109278968","  37.358","   8.769"," 1441"," 1100"," 1700"," 1454","   3.207","  83.174","  23.104","   1.853","  48.994","  13.609"," 42","0"," 40"," 41","   1.138","  26.348","   7.319","  15.000","  500","  500"
"06:41:20:978","65268252634318","  37.461","  12.876"," 2670"," 1400"," 3200"," 2793","   7.559","  83.953","  23.320","   4.847","  49.493","  13.748"," 44","0"," 40"," 44","   2.080","  26.562","   7.378","  15.000","  500","  500"
"06:41:21:081","65268395670202","  37.564","   8.280"," 1281"," 1100"," 1900"," 1277","   5.946","  84.564","  23.490","   2.682","  49.768","  13.825"," 42","0"," 40"," 42","   1.987","  26.766","   7.435","  15.000","  500","  500"
"06:41:21:185","65268540202136","  37.668","   6.155"," 1201"," 1100"," 1400"," 1204","   1.860","  84.757","  23.544","   0.888","  49.861","  13.850"," 43","0"," 40"," 41","   0.791","  26.848","   7.458","  15.000","    0","    0"
"06:41:21:286","65268681282178","  37.769","   5.668"," 1280"," 1100"," 1700"," 1287","   2.088","  84.968","  23.602","   1.077","  49.970","  13.880"," 42","0"," 40"," 41","   0.914","  26.941","   7.484","  15.000","    0","    0"
"06:41:21:390","65268826206994","  37.873","   9.212"," 1217"," 1100"," 1700"," 1226","   2.206","  85.198","  23.666","   1.103","  50.085","  13.912"," 42","0"," 40"," 41","   0.869","  27.031","   7.509","  15.000","    0","    0"
"06:41:21:495","65268971897096","  37.978","  10.022"," 1494"," 1100"," 2600"," 1486","   3.845","  85.600","  23.778","   2.661","  50.363","  13.990"," 43","0"," 40"," 42","   0.869","  27.122","   7.534","  15.000","  500","  500"
"06:41:21:597","65269114210602","  38.080","  16.928"," 2981"," 1900"," 3200"," 3191","  11.477","  86.774","  24.104","   7.826","  51.163","  14.212"," 43","0"," 41"," 46","   2.733","  27.402","   7.612","  15.000","  500","  500"
"06:41:21:699","65269255955818","  38.182","   8.697"," 1636"," 1100"," 3000"," 1614","   7.153","  87.502","  24.306","   3.972","  51.568","  14.324"," 43","0"," 41"," 43","   2.089","  27.614","   7.671","  15.000","  500","  500"
"06:41:21:803","65269400866754","  38.286","   5.659"," 1419"," 1100"," 2000"," 1415","   2.578","  87.771","  24.381","   1.480","  51.722","  14.367"," 43","0"," 40"," 43","   0.991","  27.718","   7.699","  15.000","    0","    0"
"06:41:21:904","65269541223192","  38.387","   6.425"," 1284"," 1100"," 1700"," 1284","   1.824","  87.955","  24.432","   0.979","  51.820","  14.395"," 43","0"," 40"," 41","   0.696","  27.788","   7.719","  15.000","    0","    0"
"06:41:22:005","65269681487884","  38.488","   4.809"," 1266"," 1100"," 1700"," 1270","   1.715","  88.127","  24.480","   0.896","  51.911","  14.420"," 43","0"," 39"," 41","   0.669","  27.855","   7.738","  15.000","    0","    0"
"06:41:22:109","65269826212884","  38.592","   5.320"," 1319"," 1100"," 1700"," 1331","   1.843","  88.319","  24.533","   0.895","  52.004","  14.446"," 42","0"," 39"," 41","   0.878","  27.946","   7.763","  15.000","  500","  500"
"06:41:22:210","65269967481400","  38.693","   8.473"," 1204"," 1100"," 1700"," 1213","   1.953","  88.517","  24.588","   1.080","  52.113","  14.476"," 42","0"," 40"," 41","   0.690","  28.017","   7.782","  15.000","    0","    0"
"06:41:22:311","65270108163354","  38.794","   4.796"," 1250"," 1100"," 1700"," 1261","   1.786","  88.698","  24.638","   0.875","  52.202","  14.501"," 42","0"," 39"," 41","   0.786","  28.096","   7.804","  15.000","    0","    0"
"06:41:22:412","65270248484410","  38.895","   4.622"," 1232"," 1100"," 1700"," 1244","   1.751","  88.874","  24.687","   0.856","  52.288","  14.524"," 43","0"," 39"," 41","   0.846","  28.181","   7.828","  15.000","    0","    0"
"06:41:22:515","65270391703672","  38.998","   4.222"," 1257"," 1100"," 1700"," 1268","   1.732","  89.052","  24.737","   0.851","  52.376","  14.549"," 43","0"," 39"," 41","   0.763","  28.260","   7.850","  15.000","    0","    0"
"06:41:22:618","65270535364330","  39.101","   3.915"," 1283"," 1100"," 1700"," 1296","   1.800","  89.238","  24.788","   0.869","  52.465","  14.574"," 42","0"," 39"," 42","   0.826","  28.345","   7.874","  15.000","    0","    0"
"06:41:22:720","65270677735324","  39.204","   4.382"," 1318"," 1100"," 1700"," 1311","   2.043","  89.447","  24.846","   1.132","  52.581","  14.606"," 42","0"," 39"," 41","   0.787","  28.426","   7.896","  15.000","    0","    0"
"06:41:22:824","65270822091126","  39.307","   5.063"," 1302"," 1100"," 1700"," 1308","   1.767","  89.630","  24.897","   0.934","  52.678","  14.633"," 42","0"," 39"," 41","   0.707","  28.499","   7.916","  15.000","    0","    0"
"06:41:22:926","65270963308670","  39.409","   4.952"," 1298"," 1100"," 1700"," 1304","   1.758","  89.809","  24.947","   0.876","  52.767","  14.657"," 42","0"," 39"," 41","   0.755","  28.575","   7.938","  15.000","  500","  500"
"06:41:23:026","65271103131598","  39.509","   6.219"," 1289"," 1100"," 1700"," 1291","   1.798","  89.989","  24.997","   0.970","  52.864","  14.685"," 42","0"," 39"," 41","   0.641","  28.640","   7.956","  15.000","  500","  500"
"06:41:23:131","65271249207866","  39.614","   4.533"," 1280"," 1100"," 1700"," 1286","   1.742","  90.172","  25.048","   0.861","  52.955","  14.710"," 43","0"," 39"," 41","   0.756","  28.719","   7.978","  15.000","    0","    0"
