,CPU_count,CPU_vendor_id,CPU_GHz,core_architecture,memory_available_B,swap_free_B,os,model_name,nb_samples,nb_preds
91,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuitCV,2000,20
92,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuitCV,2000,500
93,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuitCV,2000,2000
94,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveClassifier,20,20
95,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveClassifier,500,20
96,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveClassifier,500,500
97,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveClassifier,2000,20
98,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveClassifier,2000,500
99,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveClassifier,2000,2000
100,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveRegressor,20,20
101,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveRegressor,500,20
102,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveRegressor,500,500
103,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveRegressor,2000,20
104,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveRegressor,2000,500
105,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PassiveAggressiveRegressor,2000,2000
106,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Perceptron,20,20
107,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Perceptron,500,20
108,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Perceptron,500,500
109,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Perceptron,2000,20
110,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Perceptron,2000,500
111,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Perceptron,2000,2000
112,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PoissonRegressor,20,20
113,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PoissonRegressor,500,20
114,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PoissonRegressor,500,500
115,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PoissonRegressor,2000,20
116,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PoissonRegressor,2000,500
117,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,PoissonRegressor,2000,2000
118,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,QuantileRegressor,20,20
119,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,QuantileRegressor,500,20
120,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,QuantileRegressor,500,500
121,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,QuantileRegressor,2000,20
122,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,QuantileRegressor,2000,500
123,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Ridge,20,20
124,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Ridge,500,20
125,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Ridge,500,500
126,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Ridge,2000,20
127,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Ridge,2000,500
128,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,Ridge,2000,2000
129,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeCV,20,20
130,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeCV,500,20
131,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,RidgeCV,500,500
